region,anzsic_descriptor,gas,units,magnitude,year,data_val
Gisborne,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,1398.27
Gisborne,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2011,249.71
Gisborne,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2011,995.05
Gisborne,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2011,144.89
Gisborne,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2011,8.68
Gisborne,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,1416.52
Gisborne,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2012,257.69
Gisborne,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2012,1009.01
Gisborne,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2012,140.27
Gisborne,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2012,9.6
Gisborne,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,1390.61
Gisborne,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2013,250.68
Gisborne,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2013,981.66
Gisborne,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2013,148.48
Gisborne,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2013,9.82
Gisborne,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,1425.01
Gisborne,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2014,246.15
Gisborne,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2014,1021.58
Gisborne,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2014,147.32
Gisborne,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2014,10
Gisborne,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,1323.38
Gisborne,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2015,252.44
Gisborne,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2015,925.57
Gisborne,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2015,135.38
Gisborne,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2015,10.02
Gisborne,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,1340.13
Gisborne,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2016,244.52
Gisborne,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2016,947.32
Gisborne,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2016,137.73
Gisborne,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2016,10.58
Gisborne,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,1306.05
Gisborne,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2017,256.94
Gisborne,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2017,902.99
Gisborne,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2017,135.17
Gisborne,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2017,10.98
Gisborne,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,1301.05
Gisborne,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2018,236.71
Gisborne,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2018,917.76
Gisborne,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2018,134.69
Gisborne,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2018,11.92
Hawke's Bay,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,3339.49
Hawke's Bay,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2007,836.37
Hawke's Bay,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2007,2140.83
Hawke's Bay,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2007,333.16
Hawke's Bay,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2007,29.21
Hawke's Bay,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,3617.63
Hawke's Bay,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2008,942.46
Hawke's Bay,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2008,2293.31
Hawke's Bay,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2008,351.5
Hawke's Bay,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2008,30.44
Hawke's Bay,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,3264.11
Hawke's Bay,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2009,788.58
Hawke's Bay,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2009,2126.4
Hawke's Bay,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2009,318.07
Hawke's Bay,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2009,31.13
Hawke's Bay,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,3304.29
Hawke's Bay,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2010,789.18
Hawke's Bay,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2010,2150.01
Hawke's Bay,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2010,330.51
Hawke's Bay,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2010,34.66
Hawke's Bay,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,3255.22
Hawke's Bay,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2011,749.39
Hawke's Bay,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2011,2138.91
Hawke's Bay,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2011,329.63
Hawke's Bay,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2011,37.36
Hawke's Bay,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,3277.83
Hawke's Bay,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2012,767.77
Hawke's Bay,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2012,2148.01
Hawke's Bay,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2012,325.42
Hawke's Bay,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2012,36.68
Hawke's Bay,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,3137.49
Hawke's Bay,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2013,767.83
Hawke's Bay,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2013,2008.16
Hawke's Bay,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2013,320.99
Hawke's Bay,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2013,40.56
Hawke's Bay,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,3084.81
Hawke's Bay,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2014,769.12
Hawke's Bay,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2014,1972.61
Hawke's Bay,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2014,305.47
Hawke's Bay,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2014,37.64
Hawke's Bay,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,3168.12
Hawke's Bay,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2015,798.58
Hawke's Bay,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2015,2009.36
Hawke's Bay,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2015,318.87
Hawke's Bay,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2015,41.33
Hawke's Bay,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,3123.94
Hawke's Bay,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2016,766.71
Hawke's Bay,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2016,1986.06
Hawke's Bay,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2016,324.1
Hawke's Bay,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2016,47.09
Hawke's Bay,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,3139.47
Hawke's Bay,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2017,838.95
Hawke's Bay,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2017,1940.37
Hawke's Bay,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2017,310.89
Hawke's Bay,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2017,49.27
Hawke's Bay,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,3102.58
Hawke's Bay,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2018,820.92
Hawke's Bay,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2018,1918.78
Hawke's Bay,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2018,309.41
Hawke's Bay,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2018,53.48
Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,5960.33
Manawatu-Whanganui,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2007,1138.83
Manawatu-Whanganui,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2007,4084
Manawatu-Whanganui,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2007,693.14
Manawatu-Whanganui,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2007,44.39
Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,5618.39
Manawatu-Whanganui,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2008,1134.22
Manawatu-Whanganui,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2008,3772.06
Manawatu-Whanganui,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2008,662.97
Manawatu-Whanganui,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2008,49.19
Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,5601.23
Manawatu-Whanganui,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2009,1114.92
Manawatu-Whanganui,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2009,3787
Manawatu-Whanganui,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2009,645.8
Manawatu-Whanganui,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2009,53.55
Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,5776.23
Manawatu-Whanganui,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2010,1125.37
Manawatu-Whanganui,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2010,3918.28
Manawatu-Whanganui,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2010,676.17
Manawatu-Whanganui,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2010,56.46
Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,5751.7
Manawatu-Whanganui,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2011,1104.88
Manawatu-Whanganui,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2011,3902.35
Manawatu-Whanganui,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2011,682.76
Manawatu-Whanganui,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2011,61.74
Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,5781.86
Manawatu-Whanganui,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2012,1143.65
Manawatu-Whanganui,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2012,3886.11
Manawatu-Whanganui,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2012,685.94
Manawatu-Whanganui,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2012,66.17
Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,5664.82
Manawatu-Whanganui,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2013,1147.65
Manawatu-Whanganui,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2013,3781.31
Manawatu-Whanganui,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2013,667.48
Manawatu-Whanganui,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2013,68.4
Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,5811.51
Manawatu-Whanganui,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2014,1208.11
Manawatu-Whanganui,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2014,3855.04
Manawatu-Whanganui,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2014,678.08
Manawatu-Whanganui,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2014,70.29
Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,5855.37
Manawatu-Whanganui,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2015,1226.38
Manawatu-Whanganui,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2015,3859.58
Manawatu-Whanganui,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2015,692.4
Manawatu-Whanganui,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2015,77.03
Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,5851.53
Manawatu-Whanganui,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2016,1202.62
Manawatu-Whanganui,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2016,3840.82
Manawatu-Whanganui,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2016,724
Manawatu-Whanganui,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2016,84.12
Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,5818.22
Manawatu-Whanganui,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2017,1291.81
Manawatu-Whanganui,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2017,3752.87
Manawatu-Whanganui,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2017,686.14
Manawatu-Whanganui,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2017,87.41
Manawatu-Whanganui,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,5842.64
Manawatu-Whanganui,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2018,1270.21
Manawatu-Whanganui,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2018,3773.41
Manawatu-Whanganui,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2018,705.32
Manawatu-Whanganui,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2018,93.71
Marlborough,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,800.92
Marlborough,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2007,310.5
Marlborough,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2007,419.25
Marlborough,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2007,61.81
Marlborough,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2007,9.41
Marlborough,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,818.12
Marlborough,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2008,334.52
Marlborough,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2008,411.05
Marlborough,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2008,62.29
Marlborough,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2008,10.3
Marlborough,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,787.18
Marlborough,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2009,307.48
Marlborough,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2009,409.51
Marlborough,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2009,59.84
Marlborough,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2009,10.39
Marlborough,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,776.3
Marlborough,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2010,307.88
Marlborough,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2010,399.69
Marlborough,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2010,57.3
Marlborough,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2010,11.48
Marlborough,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,739.36
Marlborough,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2011,308.55
Marlborough,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2011,363.99
Marlborough,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2011,54.92
Marlborough,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2011,11.93
Marlborough,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,809.1
Marlborough,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2012,308.22
Marlborough,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2012,426.75
Marlborough,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2012,61.65
Marlborough,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2012,12.52
Marlborough,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,798.3
Marlborough,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2013,319.28
Marlborough,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2013,408.39
Marlborough,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2013,56.94
Marlborough,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2013,13.73
Marlborough,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,853.94
Marlborough,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2014,327.37
Marlborough,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2014,444.97
Marlborough,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2014,68.32
Marlborough,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2014,13.32
Marlborough,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,769.57
Marlborough,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2015,325.16
Marlborough,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2015,374.61
Marlborough,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2015,55.85
Marlborough,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2015,13.98
Marlborough,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,757.66
Marlborough,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2016,321.21
Marlborough,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2016,367.83
Marlborough,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2016,53.21
Marlborough,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2016,15.44
Marlborough,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,793.11
Marlborough,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2017,345.42
Marlborough,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2017,377.25
Marlborough,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2017,54.5
Marlborough,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2017,16
Marlborough,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,776.43
Marlborough,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2018,320.47
Marlborough,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2018,379.73
Marlborough,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2018,59.48
Marlborough,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2018,16.79
Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,5058.23
Northland,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2007,2687.87
Northland,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2007,1945.39
Northland,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2007,393.33
Northland,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2007,31.69
Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,5073.62
Northland,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2008,2645.28
Northland,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2008,1986.11
Northland,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2008,407.97
Northland,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2008,34.3
Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,4886.21
Northland,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2009,2554.39
Northland,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2009,1908.41
Northland,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2009,390.92
Northland,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2009,32.53
Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,4765.33
Northland,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2010,2553.21
Northland,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2010,1805.59
Northland,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2010,372.49
Northland,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2010,34.08
Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,4740.73
Northland,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2011,2526.12
Northland,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2011,1794.17
Northland,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2011,383.32
Northland,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2011,37.17
Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,4781.26
Northland,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2012,2558.54
Northland,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2012,1802.64
Northland,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2012,384.8
Northland,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2012,35.32
Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,4795.41
Northland,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2013,2571.39
Northland,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2013,1807.19
Northland,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2013,379.03
Northland,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2013,37.83
Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,4626.79
Northland,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2014,2604.87
Northland,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2014,1628.13
Northland,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2014,351.41
Northland,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2014,42.41
Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,4888.49
Northland,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2015,2716.09
Northland,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2015,1741.59
Northland,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2015,386.25
Northland,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2015,44.58
Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,4640.82
Northland,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2016,2404.3
Northland,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2016,1780.15
Northland,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2016,407.12
Northland,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2016,49.28
Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,4615.77
Northland,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2017,2412.24
Northland,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2017,1756.17
Northland,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2017,394.57
Northland,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2017,52.81
Northland,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,4513.66
Northland,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2018,2296.21
Northland,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2018,1753.39
Northland,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2018,406.86
Northland,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2018,57.23
Otago,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,4779.22
Otago,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2007,1130.49
Otago,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2007,3118.38
Otago,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2007,482.38
Otago,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2007,47.85
Otago,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,4636.23
Otago,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2008,1136.39
Otago,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2008,2971.27
Otago,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2008,475.2
Otago,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2008,53.26
Otago,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,4652.67
Otago,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2009,1139.91
Otago,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2009,2986.67
Otago,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2009,474.53
